,Madrigal,Composer single madrigal,Voices,Keywords,Composer collection,Keywords_en
3385,Recercar quarto,Melchior Neusidler,,"['recercar', 'quarto']",Melchior Neusidler,"['search', 'room']"
3386,"Strike it up, tabor",,,"['strike', 'tabor']",Thomas Weelkes,"['strike', 'tabor']"
3387,"Come, sirrah Jack, ho!",,,"['sirrah', 'jack']",Thomas Weelkes,"['sirrah', 'jack']"
3388,Thus sings my dearest jewel,,,"['thus', 'sings', 'dearest', 'jewel']",Thomas Weelkes,"['thus', 'sings', 'dearest', 'jewel']"
3389,Since Robin Hood,,,"['since', 'robin', 'hood']",Thomas Weelkes,"['since', 'robin', 'hood']"
3390,No. I. Go ye my canzonets,,2,"['go', 'ye', 'canzonets']",Thomas Morley,"['go', 'ye', 'canzonets']"
3391,No. II. Sweet nymph come to thy lover,,2,"['ii', 'sweet', 'nymph', 'thy', 'lover']",Thomas Morley,"['ii', 'sweet', 'nymph', 'thy', 'lover']"
3392,No. III. Leave now mine eyes your lamenting,,2,"['iii', 'leave', 'mine', 'eyes', 'lamenting']",Thomas Morley,"['iii', 'leave', 'mine', 'eyes', 'lamenting']"
3393,No. IV. When in the break of morning,,2,"['iv', 'break', 'morning']",Thomas Morley,"['iv', 'break', 'morning']"
3394,No. V. Fire and light'ning from heav'n,,2,"['v', 'fire', ""light'ning"", ""heav'n""]",Thomas Morley,"['v', 'fire', ""light'ning"", ""heav'n""]"
3395,No. VI. Flora thou wilt torment me,,2,"['flora', 'thou', 'wilt', 'torment']",Thomas Morley,"['flora', 'thou', 'wilt', 'torment']"
3396,"No. VII. The first canzonet with two parts added, and the whole alter'd from the original. Go ye my canzonets",,2,"['vii', 'first', 'canzonet', 'two', 'parts', 'added', 'whole', ""alter'd"", 'original', 'go', 'ye', 'canzonets']",Thomas Morley,"['vii', 'first', 'canzonet', 'two', 'parts', 'added', 'whole', ""alter'd"", 'original', 'go', 'ye', 'canzonets']"
3397,Cor mio,,5,['cor'],John Ward,['heart']
3398,Non fu senze,,5,['senze'],John Ward,['without']
3399,Leggiadra sei,,5,['leggiadra'],John Ward,['graceful']
3400,Dolce languir,,5,"['dolce', 'languir']",John Ward,"['dolce', 'languish']"
3401,La rondinella,,5,['rondinella'],John Ward,['swallow']
3402,Desperavi = I despaired,,5,"['desperavi', '=', 'despaired']",Michael East,"['desperavi', '=', 'despaired']"
3403,Peccavi = I sinned,,5,"['peccavi', '=', 'sinned']",Michael East,"['sinned', '=', 'sinned']"
3404,Vidi = I saw,,5,"['vidi', '=', 'saw']",Michael East,"['vidi', '=', 'saw']"
3405,Penitet = I repented,,5,"['penitet', '=', 'repented']",Michael East,"['penet', '=', 'repented']"
3406,Credidi = I believed,,5,"['credidi', '=', 'believed']",Michael East,"['credidi', '=', 'believed']"
3407,Vixi = I conquered,,5,"['vixi', '=', 'conquered']",Michael East,"['lived', '=', 'conquered']"
3408,Triumphavi = I triumphed,,5,"['triumphavi', '=', 'triumphed']",Michael East,"['triumphavi', '=', 'triumphed']"
3409,Amavi = I loved,,5,"['amavi', '=', 'loved']",Michael East,"['amavi', '=', 'loved']"
3410,1. Stral pungente d'Amore,,,"['1', 'stral', 'pungente', ""d'amore""]",Luzzasco Luzzaschi,"['1', 'ray', 'pungente', ""d'amore""]"
3411,2. Deh vieni hor mai cor mio,,,"['2', 'deh', 'vieni', 'hor', 'mai', 'cor']",Luzzasco Luzzaschi,"['2', 'deh', 'hor', 'mai', 'heart']"
3412,3. Cor mio deh non languire,,,"['3', 'cor', 'deh', 'languire']",Luzzasco Luzzaschi,"['3', 'heart', 'please', 'languish']"
3413,4. I' mi son giovinetta,,,"['4', ""i'"", 'giovinetta']",Luzzasco Luzzaschi,"['4', ""i'm"", 'young']"
3414,Ch'ami la vita mia nel tuo bel nome,,5,"[""ch'ami"", 'vita', 'bel', 'nome']",Claudio Monteverdi,"['loves', 'life', 'beautiful', 'name']"
3415,"Se per avervi, oimè, donato il core",,5,"['avervi', 'oimè', 'donato', 'core']",Claudio Monteverdi,"['alas', 'donated', 'core']"
3416,A che tormi il ben mio,,5,"['tormi', 'ben']",Claudio Monteverdi,"['good', 'to?']"
3417,Amor per tua mercé vattene a quella,,5,"['amor', 'mercé', 'vattene']",Claudio Monteverdi,"['love', 'mercy', 'go', 'one']"
3418,Bacci soavi e cari,,5,"['bacci', 'soavi', 'cari']",Claudio Monteverdi,"['sweet', 'dear', 'kisses']"
3419,Se pur non mi consenti,,5,"['pur', 'consenti']",Claudio Monteverdi,['allow']
3420,Poiché del mio dolore,,5,"['poiché', 'dolore']",Claudio Monteverdi,['pain']
3421,Fumia la pastorella,,5,"['fumia', 'pastorella']",Claudio Monteverdi,"['shepherdess', 'smokes']"
3422,Almo divino raggio,,5,"['almo', 'divino', 'raggio']",Claudio Monteverdi,"['almo', 'divine', 'ray']"
3423,Allora i pastor tutti,,5,"['allora', 'pastor']",Claudio Monteverdi,['pastors']
3424,"Se nel partir da voi, vita mia, sento",,5,"['partir', 'vita', 'sento']",Claudio Monteverdi,"['leaving', 'life', 'feel']"
3425,Tra mille fiamme e tra mille catene,,5,"['mille', 'fiamme', 'mille', 'catene']",Claudio Monteverdi,"['among', 'thousand', 'flames', 'thousand', 'chains']"
3426,"Usciam, Ninfe, omai fuor di questi boschi",,5,"['usciam', 'ninfe', 'omai', 'fuor', 'boschi']",Claudio Monteverdi,"['let', 'us', 'go', 'nymphs', 'woods']"
3427,"Questa ordì il laccio, questa",,5,"['ordì', 'laccio']",Claudio Monteverdi,"['one', 'ordered', 'noose', 'one']"
3428,La vaga pastorella,,5,"['vaga', 'pastorella']",Claudio Monteverdi,"['vague', 'shepherdess']"
3429,Amor s'il tuo ferire,,5,"['amor', ""s'il"", 'ferire']",Claudio Monteverdi,"['love', 'wound']"
3430,"Donna s'io miro voi, ghiaccio divengo",,5,"['donna', ""s'io"", 'miro', 'ghiaccio', 'divengo']",Claudio Monteverdi,"['woman', 'aim', 'become', 'ice']"
3431,"Ardo sì, ma non t'amo",,5,"['ardo', 'sì', ""t'amo""]",Claudio Monteverdi,"['burn', 'yes', 'love']"
3432,Ardi o gela a tua voglia,,5,"['ardi', 'gela', 'voglia']",Claudio Monteverdi,"['burn', 'freeze']"
3433,Arsi e alsi a mia voglia,,5,"['arsi', 'alsi', 'voglia']",Claudio Monteverdi,"['arsi', 'alsi']"
3434,Tempro la cetra : voce sola [tenor with 4 instruments and continuo],,,"['tempro', 'cetra', 'voce', 'sola', '[tenor', '4', 'instruments', 'continuo]']",Claudio Monteverdi,"['tempro', 'cetra', 'solo', 'voice', '[tenor', '4', 'instruments', 'continuo]']"
3435,A quest'olmo : madrigale a 6 voci concertato a doi violini & flauti o fifare,,,"[""quest'olmo"", 'madrigale', '6', 'voci', 'concertato', 'doi', 'violini', '&', 'flauti', 'fifare']",Claudio Monteverdi,"[""quest'olmo"", 'madrigal', '6', 'voices', 'concerted', 'doi', 'violins', '&', 'flutes', 'fifare']"
3436,Non è di gentil core : a doi soprani,,,"['gentil', 'core', 'doi', 'soprani']",Claudio Monteverdi,"['gentle', 'core', 'doi', 'soprani']"
3437,"Oh, come sei gentile : a doi soprani",,,"['oh', 'gentile', 'doi', 'soprani']",Claudio Monteverdi,"['oh', 'kind', 'doi', 'sopranos']"
3438,Io son pur vezzosetta pastorella : a doi soprani,,,"['pur', 'vezzosetta', 'pastorella', 'doi', 'soprani']",Claudio Monteverdi,"['even', 'charming', 'shepherdess', 'two', 'sopranos']"
3439,O viva fiamma : a doi soprani,,,"['viva', 'fiamma', 'doi', 'soprani']",Claudio Monteverdi,"['living', 'flame', 'two', 'sopranos']"
3440,"Vorrei baciarti, o, Filli : a doi contralti",,,"['vorrei', 'baciarti', 'filli', 'doi', 'contralti']",Claudio Monteverdi,"['would', 'like', 'kiss', 'filli', 'doi', 'contralto']"
3441,Dice la mia bellissima Licori : a doi tenori,,,"['dice', 'bellissima', 'licori', 'doi', 'tenori']",Claudio Monteverdi,"['beautiful', 'licori', 'says', 'doi', 'tenori']"
3442,"Ah, che non si conviene : a doi tenori",,,"['ah', 'conviene', 'doi', 'tenori']",Claudio Monteverdi,"['ah', 'suit', 'doi', 'tenori']"
3443,Non vedrò mai le stelle : a doi tenori,,,"['vedrò', 'mai', 'stelle', 'doi', 'tenori']",Claudio Monteverdi,"['never', 'see', 'stars', 'doi', 'tenori']"
3444,"Ecco vicine, o bella tigre, l'ore : a doi tenori",,,"['ecco', 'vicine', 'bella', 'tigre', ""l'ore"", 'doi', 'tenori']",Claudio Monteverdi,"['time', 'near', 'beautiful', 'tiger', 'two', 'tenors']"
3445,Perché fuggi tra' salci : a doi tenori,,,"['fuggi', ""tra'"", 'salci', 'doi', 'tenori']",Claudio Monteverdi,"['flee', 'among', 'willows', 'doi', 'tenori']"
3446,"Tornate, o cari baci : a doi tenori",,,"['tornate', 'cari', 'baci', 'doi', 'tenori']",Claudio Monteverdi,"['back', 'dear', 'kisses', 'two', 'tenors']"
3447,Soave libertate : a doi tenori,,,"['soave', 'libertate', 'doi', 'tenori']",Claudio Monteverdi,"['sweet', 'freedom', 'two', 'tenors']"
3448,"Se 'l vostro cor, Madonna : a doi : tenore e basso",,,"[""'l"", 'cor', 'madonna', 'doi', 'tenore', 'basso']",Claudio Monteverdi,"['l', 'cor', 'madonna', 'doi', 'tenor', 'bass']"
3449,"Interrotte speranze, eterna fede : a doi tenori",,,"['interrotte', 'speranze', 'eterna', 'fede', 'doi', 'tenori']",Claudio Monteverdi,"['interrupted', 'hopes', 'eternal', 'faith', 'two', 'tenors']"
3450,Augellin che la voce al canto spieghi : a 3 : doi tenori e basso,,,"['augellin', 'voce', 'canto', 'spieghi', '3', 'doi', 'tenori', 'basso']",Claudio Monteverdi,"['augellin', 'singing', 'voice', 'explains', '3', 'doi', 'tenors', 'bass']"
3451,Vaga su spina ascosa : a tre : doi soprani o tenori e basso,,,"['vaga', 'spina', 'ascosa', 'tre', 'doi', 'soprani', 'tenori', 'basso']",Claudio Monteverdi,"['vague', 'spina', 'ascosa', 'three', 'doi', 'sopranos', 'tenors', 'bass']"
3452,Eccomi pronta ai baci! : a 3 : doi tenori e basso,,,"['eccomi', 'pronta', 'baci', '3', 'doi', 'tenori', 'basso']",Claudio Monteverdi,"[""i'm"", 'ready', 'kisses', '3', 'tenors', 'bass']"
3453,"Parlo, misero, o taccio? : a tre : doi soprani & basso",,,"['parlo', 'misero', 'taccio?', 'tre', 'doi', 'soprani', '&', 'basso']",Claudio Monteverdi,"['speak', 'wretch', 'silent?', 'three', 'doi', 'sopranos', '&', 'bass']"
3454,"Tu dormi? Ah, crudo core : a 4 : soprano alto tenore e basso",,,"['dormi?', 'ah', 'crudo', 'core', '4', 'soprano', 'alto', 'tenore', 'basso']",Claudio Monteverdi,"['sleep?', 'ah', 'crude', 'core', '4', 'soprano', 'alto', 'tenor', 'bass']"
3455,Al lume de le stelle : a 4 : doi soprani tenore & basso,,,"['lume', 'stelle', '4', 'doi', 'soprani', 'tenore', '&', 'basso']",Claudio Monteverdi,"['lume', 'stelle', '4', 'doi', 'soprano', 'tenor', '&', 'bass']"
3456,Con che soavità : voce sola che canta con 9 strumenti,,,"['soavità', 'voce', 'sola', 'canta', '9', 'strumenti']",Claudio Monteverdi,"['sweetness', 'single', 'voice', 'singing', '9', 'instruments']"
3457,Romanesca : a doi soprani,,,"['romanesca', 'doi', 'soprani']",Claudio Monteverdi,"['romanesque', 'two', 'sopranos']"
3458,Se i languidi miei sguardi : lettera amorosa à voce sola in genere rapresentativo & si canta senza batuta,,,"['languidi', 'sguardi', 'lettera', 'amorosa', 'voce', 'sola', 'genere', 'rapresentativo', '&', 'canta', 'senza', 'batuta']",Claudio Monteverdi,"['languidi', 'sguardi', 'single', 'voice', 'representative', 'genre', '&', 'sung', 'without', 'beat']"
3459,Se pur destina e vòle : partenza amorosa à voce sola in genere rapresentativo & si canta senza batuta,,,"['pur', 'destina', 'vòle', 'partenza', 'amorosa', 'voce', 'sola', 'genere', 'rapresentativo', '&', 'canta', 'senza', 'batuta']",Claudio Monteverdi,"['pur', 'destin', 'vole', 'amorous', 'departure', 'single', 'voice', 'representative', 'genre', '&', 'sung', 'without', 'beat']"
3460,Chioma d'oro : canzonetta a due voci concertata con duoi violini chitarone o spinetta,,,"['chioma', ""d'oro"", 'canzonetta', 'due', 'voci', 'concertata', 'duoi', 'violini', 'chitarone', 'spinetta']",Claudio Monteverdi,"['chioma', ""d'oro"", 'song', 'two', 'voices', 'concerted', 'two', 'violins', 'chitarone', 'spinet']"
3461,"Amor, che deggio far : canzonetta a 4 : concertata come di sopra",,,"['amor', 'deggio', 'far', 'canzonetta', '4', 'concertata', 'sopra']",Claudio Monteverdi,"['amor', 'deggio', 'far', 'canzonetta', '4', 'concerted']"
3462,Tirsi e Clori : ballo concertato con voci et istrumenti à 5,,,"['tirsi', 'clori', 'ballo', 'concertato', 'voci', 'istrumenti', '5']",Claudio Monteverdi,"['tirsi', 'clori', 'concerted', 'dance', 'voices', 'instruments', '5']"
3463,Ch'ami la vita mia nel tuo bel nome,,,"[""ch'ami"", 'vita', 'bel', 'nome']",Claudio Monteverdi,"['loves', 'life', 'beautiful', 'name']"
3464,"Se per avervi, ohimè, donato il core",,,"['avervi', 'ohimè', 'donato', 'core']",Claudio Monteverdi,"['alas', 'donated', 'core']"
3465,A che tormi il ben mio,,,"['tormi', 'ben']",Claudio Monteverdi,"['good', 'to?']"
3466,"Amor, per tua mercé vattene a quella",,,"['amor', 'mercé', 'vattene']",Claudio Monteverdi,"['amor', 'mercy', 'go', 'one']"
3467,Baci soavi e cari,Battista Guarini,,"['baci', 'soavi', 'cari']",Claudio Monteverdi,"['sweet', 'dear', 'kisses']"
3468,Se pur non mi consenti,Luigi Groto,,"['pur', 'consenti']",Claudio Monteverdi,['allow']
3469,Filli cara et amata (Alberto Parma),,,"['filli', 'cara', 'amata', '(alberto', 'parma)']",Claudio Monteverdi,"['filli', 'cara', 'amata', '(alberto', 'parma)']"
3470,Poiché del mio dolore,,,"['poiché', 'dolore']",Claudio Monteverdi,['pain']
3471,Fumia la pastorella,,,"['fumia', 'pastorella']",Claudio Monteverdi,"['shepherdess', 'smokes']"
3472,Prima parte,(Antonio Allegretti),,"['prima', 'parte']",Claudio Monteverdi,"['first', 'part']"
3473,Almo divino raggio,,,"['almo', 'divino', 'raggio']",Claudio Monteverdi,"['almo', 'divine', 'ray']"
3474,Seconda parte,Antonio Allegretti,,"['seconda', 'parte']",Claudio Monteverdi,"['second', 'part']"
3475,Allora i pastor tutti,,,"['allora', 'pastor']",Claudio Monteverdi,['pastors']
3476,Terza parte,Antonio Allegretti,,"['terza', 'parte']",Claudio Monteverdi,"['part', 'three']"
3477,Se nel partir da voi,Giovanni Maria Bonardo,,['partir'],Claudio Monteverdi,['leaving']
3478,Tra mille fiamme e tra mille catene Giovanni Maria Bonardo,,,"['mille', 'fiamme', 'mille', 'catene', 'giovanni', 'maria', 'bonardo']",Claudio Monteverdi,"['among', 'thousand', 'flames', 'thousand', 'chains', 'giovanni', 'maria', 'bonardo']"
3479,"Usciam, ninfe, omai fuor di questi boschi",,,"['usciam', 'ninfe', 'omai', 'fuor', 'boschi']",Claudio Monteverdi,"['let', 'go', 'nymphs', 'woods']"
3480,Questa ordì il laccio,Giovan Battista Strozzi,,"['ordì', 'laccio']",Claudio Monteverdi,"['ordered', 'noose']"
3481,La vaga pastorella Antonio Allegretti,,,"['vaga', 'pastorella', 'antonio', 'allegretti']",Claudio Monteverdi,"['vague', 'shepherdess', 'antonio', 'allegretti']"
3482,"Amor s'io miro voi, giaccio divengo",,,"['amor', ""s'io"", 'miro', 'giaccio', 'divengo']",Claudio Monteverdi,"['love', 'aim', 'become', 'lying']"
3483,"Ardo sì, ma non t'amo",Battista Guarini,,"['ardo', 'sì', ""t'amo""]",Claudio Monteverdi,"['burn', 'yes', 'love']"
3484,Ardi o gela a tua voglia,,,"['ardi', 'gela', 'voglia']",Claudio Monteverdi,"['burn', 'freeze']"
3485,Riposte,Torquato Tasso,,['riposte'],Claudio Monteverdi,['riposte']
3486,Arsi ed alsi a mia voglia,,,"['arsi', 'alsi', 'voglia']",Claudio Monteverdi,"['burn', 'burn']"
3487,Contrariposta,Battista Guarini[?,,['contrariposta'],Claudio Monteverdi,['rebuttal']
3488,Non si levav’ancor l’alba novella,,,"['levav’ancor', 'l’alba', 'novella']",Claudio Monteverdi,"['new', 'dawn', 'yet', 'risen']"
3489,prima parte,Torquato Tasso,,"['prima', 'parte']",Claudio Monteverdi,"['first', 'part']"
3490,E dicea l’una sospirando allora,,,"['dicea', 'l’una', 'sospirando', 'allora']",Claudio Monteverdi,"['said', 'one', ""o'clock"", 'sighing']"
3491,seconda parte,Torquato Tasso,,"['seconda', 'parte']",Claudio Monteverdi,"['second', 'part']"
3492,Bevea fillide mia,Girolamo Casoni,,"['bevea', 'fillide']",Claudio Monteverdi,"['bevea', 'filide']"
3493,Dolcissimi legami,Torquato Tasso,,"['dolcissimi', 'legami']",Claudio Monteverdi,"['sweet', 'ties']"
3494,Non gianti o narcisi,Girolami Casoni,,"['gianti', 'narcisi']",Claudio Monteverdi,"['giants', 'daffodils']"
3495,Intorno a due vermiglie e vaghe labra,,,"['intorno', 'due', 'vermiglie', 'vaghe', 'labra']",Claudio Monteverdi,"['around', 'two', 'vermilion', 'vague', 'lips']"
3496,Non son in queste rive,Torquato Tasso,,['rive'],Claudio Monteverdi,"[""i'm"", 'shores']"
3497,Tutte le brocche belle,Filippo Alberti,,"['tutte', 'brocche', 'belle']",Claudio Monteverdi,"['beautiful', 'pitchers']"
3498,"Donna, nelmio ritorno il mio pensiero",Torquato Tasso,,"['donna', 'nelmio', 'ritorno', 'pensiero']",Claudio Monteverdi,"['woman', 'return', 'thought']"
3499,Quell’ombr’esser vorrei,Girolamo Casoni,,"['quell’ombr’esser', 'vorrei']",Claudio Monteverdi,"['would', 'like', 'shadow']"
3500,S'andasse Amor a caccia,Torquato Tasso,,"[""s'andasse"", 'amor', 'caccia']",Claudio Monteverdi,"['let', 'amor', 'go', 'hunting']"
3501,Mentr’io miravo fiso,Torquato Tasso,,"['mentr’io', 'miravo', 'fiso']",Claudio Monteverdi,"['matter', 'time']"
3502,"Se tu mi lassi, perfida, tuo danno",Torquato Tasso,,"['lassi', 'perfida', 'danno']",Claudio Monteverdi,"['leave', 'perfidious', 'damage']"
3503,Ecco mormorar l'onde,Torquato Tasso,,"['ecco', 'mormorar', ""l'onde""]",Claudio Monteverdi,"['ecco', 'mormorar', ""l'onde""]"
3504,La bocca onde l'asprissime parole,Enze Bentvoglio,,"['bocca', 'onde', ""l'asprissime"", 'parole']",Claudio Monteverdi,"['mouth', 'waves', 'harshest', 'words']"
3505,Dolcemente dormiva la mia clori,,,"['dolcemente', 'dormiva', 'clori']",Claudio Monteverdi,"['sweetly', 'slept', 'chlorine']"
3506,"Crudel, perché mi fuggi",Giovanni Battista Guarini,,"['crudel', 'fuggi']",Claudio Monteverdi,"['cruel', 'flee']"
3507,Questo specchio ti dono,Casoni,,"['specchio', 'dono']",Claudio Monteverdi,"['give', 'mirror']"
3508,Non m'è grave 'l mororire,Bartolomeo Gottifredi,,"[""m'è"", 'grave', ""'l"", 'mororire']",Claudio Monteverdi,"['mind', 'dying']"
3509,"Ti spontò l'ali, amor, la donna mia",Filippo Alberti,,"['spontò', ""l'ali"", 'amor', 'donna']",Claudio Monteverdi,"['lady', 'gave', 'wings', 'love']"
3510,Cantai un tempo e se fu dolce il canto,Pietro Bembo,,"['cantai', 'tempo', 'dolce', 'canto']",Claudio Monteverdi,"['sang', 'singing', 'sweet']"
3511,"Ah, dolente partita",Giovanni Battista Guarini,,"['ah', 'dolente', 'partita']",Claudio Monteverdi,"['ah', 'sad', 'game']"
3512,"Cor mio, mentre vi mio",Giovanni Battista Guarini,,"['cor', 'mentre']",Claudio Monteverdi,"['heart', 'mine']"
3513,"Cor mio, non mori? E mori!",,,"['cor', 'mori?', 'mori']",Claudio Monteverdi,"['dear', 'die?', 'died']"
3514,Sfogava con le stelle,Ottavio Rinuccini,,"['sfogava', 'stelle']",Claudio Monteverdi,"['vented', 'stars']"
3515,Volgea l'anima mia soavomente,Giovanni Battista Guarini,,"['volgea', ""l'anima"", 'soavomente']",Claudio Monteverdi,"['gently', 'turn', 'soul']"
3516,"Anima mia, perdona",,,"['anima', 'perdona']",Claudio Monteverdi,"['soul', 'forgive']"
3517,prima parte,Giovanni Battista Guarini,,"['prima', 'parte']",Claudio Monteverdi,"['first', 'part']"
3518,Che se tu se’ il cor mio,,,"['se’', 'cor']",Claudio Monteverdi,['heart']
3519,seconde parte,Giovanni Battista Guarini,,"['seconde', 'parte']",Claudio Monteverdi,"['second', 'part']"
3520,Luci serene e chiare,Ridolfo Arlotti,,"['luci', 'serene', 'chiare']",Claudio Monteverdi,"['serene', 'clear', 'lights']"
3521,La piaga c’ho nel core,Aurelio Gatti,,"['piaga', 'c’ho', 'core']",Claudio Monteverdi,"['wound', 'heart']"
3522,"Voi pur da me partite, anima dura",Giovanni Battista Guarini,,"['pur', 'partite', 'anima', 'dura']",Claudio Monteverdi,"['leave', 'hard', 'soul']"
3523,A un giro sol de' belli occhi lucenti,Giovanni Battista Guarini,,"['giro', 'sol', ""de'"", 'belli', 'occhi', 'lucenti']",Claudio Monteverdi,"['single', 'turn', 'beautiful', 'shining', 'eyes']"
3524,"Ohimè, se tanto amate",Giovanni Battista Guarini,,"['ohimè', 'tanto', 'amate']",Claudio Monteverdi,"['alas', 'love', 'much']"
3525,Io mi son giovinetta,,,['giovinetta'],Claudio Monteverdi,['young']
3526,Quell'augellin che canta,Giovanni Battista Guarini,,"[""quell'augellin"", 'canta']",Claudio Monteverdi,"['little', 'bird', 'sings']"
3527,"Non più guerra, pietate",Giovanni Battista Guarini,,"['guerra', 'pietate']",Claudio Monteverdi,['mercy']
3528,Sì ch'io vorrei morire,Mourizio Moro,,"['sì', ""ch'io"", 'vorrei', 'morire']",Claudio Monteverdi,"['yes', 'would', 'like']"
3529,"Anima dolorosa, che vivendo",Giovanni Battista Guarini,,"['anima', 'dolorosa', 'vivendo']",Claudio Monteverdi,"['painful', 'soul', 'living']"
3530,Anima del cor mio,,,"['anima', 'cor']",Claudio Monteverdi,"['soul', 'heart']"
3531,"Longe da te, cor mio",,,"['longe', 'cor']",Claudio Monteverdi,"['longe', 'heart']"
3532,Piagn'e sospira: e quand'i caldi raggi,Torquato Tasso,,"[""piagn'e"", 'sospira', ""quand'i"", 'caldi', 'raggi']",Claudio Monteverdi,"['weep', 'sigh', 'warm', 'rays']"
3533,"Cruda amarilli, che col nome ancora",,,"['cruda', 'amarilli', 'nome', 'ancora']",Claudio Monteverdi,"['raw', 'amaryllis', 'name', 'yet']"
3534,"O Mirtillo, Mirtill' anima mia",,,"['mirtillo', ""mirtill'"", 'anima']",Claudio Monteverdi,"['blueberry', 'blueberry', 'soul']"
3535,Era l'anima mia,,,"[""l'anima""]",Claudio Monteverdi,['soul']
3536,"Ecco, Silvio, colei che in odio hai tanto",,,"['ecco', 'silvio', 'colei', 'odio', 'tanto']",Claudio Monteverdi,"['silvio', 'one', 'hate', 'much']"
